package,in_degree,out_degree,betweenness,is_topN
scheduler,9,0,0.000000,False
schema-utils,1,0,0.000000,False
screenfull,1,0,0.000000,False
scriptjs,1,0,0.000000,False
scroll-behavior,1,0,0.000000,False
scroll-into-view-if-needed,2,0,0.000000,False
seamless-immutable,1,0,0.000000,False
section-iterator,1,0,0.000000,False
seedsui-react,0,15,0.000000,True
semantic-ui-react,0,13,0.000000,True
semver,19,0,0.000000,False
serve,1,0,0.000000,False
serve-static,1,0,0.000000,False
set-cookie-parser,1,0,0.000000,False
set-harmonic-interval,1,0,0.000000,False
set-value,1,0,0.000000,False
setimmediate,1,0,0.000000,False
sf-symbols-typescript,1,0,0.000000,False
shallow-compare,1,0,0.000000,False
shallow-equal,4,0,0.000000,False
shallowequal,8,0,0.000000,False
shell-quote,2,0,0.000000,False
showdown,1,0,0.000000,False
signal-exit,1,0,0.000000,False
signature_pad,1,0,0.000000,False
simplebar-core,1,0,0.000000,False
simplebar-react,0,1,0.000000,True
single-spa-react,0,1,0.000000,True
size-sensor,1,0,0.000000,False
slate-react,0,6,0.000000,True
slice-ansi,1,0,0.000000,False
smart-mixin,1,0,0.000000,False
sortablejs,2,0,0.000000,False
source-map,2,0,0.000000,False
source-map-js,1,0,0.000000,False
source-map-loader,1,0,0.000000,False
source-map-support,3,0,0.000000,False
spacetime,1,0,0.000000,False
split.js,1,0,0.000000,False
spotify-audio-element,1,0,0.000000,False
spy-on-component,1,0,0.000000,False
stack-utils,1,0,0.000000,False
stacktrace-parser,4,0,0.000000,False
stats-gl,1,0,0.000000,False
stats.js,1,0,0.000000,False
storybook-addon-remix-react-router,0,3,0.000000,True
storybook-builder-rsbuild,1,0,0.000000,False
storybook-i18n,1,0,0.000000,False
storybook-react-i18next,0,1,0.000000,True
storybook-react-rsbuild,0,10,0.000000,True
stream-chat-react,0,28,0.000000,True
string-hash-64,1,0,0.000000,False
string-ts,2,0,0.000000,False
string-width,1,0,0.000000,False
string.prototype.matchall,1,0,0.000000,False
string.prototype.repeat,1,0,0.000000,False
string.prototype.trim,1,0,0.000000,False
strip-ansi,1,0,0.000000,False
strip-html-comments,1,0,0.000000,False
strip-indent,1,0,0.000000,False
style-loader,1,0,0.000000,False
style-to-js,1,0,0.000000,False
styled-components,1,0,0.000000,False
styled-jsx,1,0,0.000000,False
styleq,1,0,0.000000,False
styletron-react,0,2,0.000000,True
styletron-standard,1,0,0.000000,False
subscribe-ui-event,1,0,0.000000,False
substyle,1,0,0.000000,False
sucrase,1,0,0.000000,False
suneditor-react,0,0,0.000000,True
supercluster,1,0,0.000000,False
suspend-react,2,0,0.000000,True
swiper,1,0,0.000000,False
swr,2,2,0.000000,True
tabbable,3,0,0.000000,False
tabler-icons-react,0,0,0.000000,True
tailwind-merge-v2,1,0,0.000000,False
tailwind-merge-v3,1,0,0.000000,False
tailwindcss,2,0,0.000000,False
tar-pack,1,0,0.000000,False
tdesign-icons-react,1,0,0.000000,False
tdesign-react,0,17,0.000000,True
terser-webpack-plugin,2,0,0.000000,False
text-encoding,1,0,0.000000,False
text-table,1,0,0.000000,False
theming,1,0,0.000000,False
three-mesh-bvh,1,0,0.000000,False
three-stdlib,1,0,0.000000,False
throttle-debounce,4,0,0.000000,False
throttleit,1,0,0.000000,False
tiktok-video-element,1,0,0.000000,False
timezone-soft,1,0,0.000000,False
tiny-invariant,6,0,0.000000,False
tiny-warning,3,0,0.000000,False
tinycolor2,1,0,0.000000,False
tinyglobby,1,0,0.000000,False
tippy.js,1,0,0.000000,False
tlds,1,0,0.000000,False
tmp,1,0,0.000000,False
to-ast,1,0,0.000000,False
to-querystring,1,0,0.000000,False
toastify-react-native,0,1,0.000000,True
topojson-client,1,0,0.000000,False
trim-canvas,1,0,0.000000,False
troika-three-text,1,0,0.000000,False
ts-easing,1,0,0.000000,False
ts-invariant,1,0,0.000000,False
ts-pattern,2,0,0.000000,False
tsconfig-paths,3,0,0.000000,False
tslib,20,0,0.000000,False
tss-react,0,3,0.000000,True
tsx,1,0,0.000000,False
tunnel-rat,1,0,0.000000,False
turbo-stream,1,0,0.000000,False
tween-functions,2,0,0.000000,False
twitch-video-element,1,0,0.000000,False
type-detect,1,0,0.000000,False
type-fest,1,0,0.000000,False
typescript,2,0,0.000000,False
ulid,1,0,0.000000,False
ultrahtml,1,0,0.000000,False
uncontrollable,1,0,0.000000,False
unified,2,0,0.000000,False
unist-builder,1,0,0.000000,False
unist-util-filter,1,0,0.000000,False
unist-util-visit,3,0,0.000000,False
unist-util-visit-parents,1,0,0.000000,False
universal-cookie,1,0,0.000000,False
update-input-width,2,0,0.000000,False
update-notifier,1,0,0.000000,False
url,1,0,0.000000,False
use-composed-ref,1,0,0.000000,False
use-context-selector,1,0,0.000000,False
use-debounce,1,0,0.000000,True
use-editable,1,0,0.000000,False
use-effect-event,1,0,0.000000,False
use-isomorphic-layout-effect,1,0,0.000000,False
use-latest,1,0,0.000000,False
use-latest-callback,6,0,0.000000,False
use-resize-observer,1,0,0.000000,False
use-ssr,1,0,0.000000,False
use-sync-external-store,22,0,0.000000,False
utf8,1,0,0.000000,False
utility-types,1,0,0.000000,False
uuid,2,0,0.000000,False
valibot,1,0,0.000000,False
validate-npm-package-name,1,0,0.000000,False
validator,1,0,0.000000,False
vanilla-swipe,1,0,0.000000,False
vaul,0,1,0.000000,True
vconsole,1,0,0.000000,False
velocity-animate,1,0,0.000000,False
velocity-react,1,4,0.000000,True
vfile,1,0,0.000000,False
victory-vendor,1,0,0.000000,False
video-react,0,5,0.000000,True
vimeo-video-element,1,0,0.000000,False
vite,2,0,0.000000,False
vite-node,1,0,0.000000,False
vitest-browser-react,0,0,0.000000,True
warn-once,3,0,0.000000,False
warning,13,0,0.000000,False
wcwidth,1,0,0.000000,False
webpack,2,0,0.000000,False
webpack-dev-server,2,0,0.000000,False
webpack-manifest-plugin,1,0,0.000000,False
webpack-merge,1,0,0.000000,False
whatwg-fetch,3,0,0.000000,False
whatwg-url-without-unicode,1,0,0.000000,False
which,1,0,0.000000,False
widest-line,1,0,0.000000,False
window-or-global,1,0,0.000000,False
wistia-video-element,1,0,0.000000,False
wix-design-systems-locale-utils,1,0,0.000000,False
wix-style-react,0,45,0.000000,True
workbox-webpack-plugin,1,0,0.000000,False
wrap-ansi,1,0,0.000000,False
ws,7,0,0.000000,False
xdate,1,0,0.000000,False
xss,1,0,0.000000,False
xstate,2,0,0.000000,False
yaml,1,0,0.000000,False
yargs,5,0,0.000000,False
yet-another-react-lightbox,0,0,0.000000,True
yoga-layout,1,0,0.000000,False
youtube-video-element,1,0,0.000000,False
zod,6,0,0.000000,False
zod-to-json-schema,1,0,0.000000,False
zod-validation-error,2,0,0.000000,False
zoom-level,1,0,0.000000,False
zustand,5,0,0.000000,True
